atco_code,name,announcement_name,severity,flags,line2_shows,line3_shows,line2_over_px,line3_over_px,suggested_value,suggestion_kind,your_value
270000008834,Kirton End Post Office (NW-bound),"Kirton End,Post Office",ok,,Kirton End,Post Office,0,0,,,
2700LKWM5699,"Kirton, adj War Memorial","Kirton,War Memorial",ok,,Kirton,War Memorial,0,0,,,
2700LEK02269,War Memorial (adj),"Kirton,War Memorial",ok,,Kirton,War Memorial,0,0,,,
270000009467,"Moulton, adj Bell Lane","Moulton,Bell Lane",ok,,Moulton,Bell Lane,0,0,,,
2700LMAL5185,"Moulton, opp Bell Lane","Moulton,Bell Lane",ok,,Moulton,Bell Lane,0,0,,,
270002701098,"Moulton, adj River Lane","Moulton,River Lane",ok,,Moulton,River Lane,0,0,,,
270002701099,"Moulton, opp River Lane","Moulton,River Lane",ok,,Moulton,River Lane,0,0,,,
270000008864,"Swineshead, adj Bullens Lane","Swineshead,Bullens Lane",ok,,Swineshead,Bullens Lane,0,0,,,
270000008865,"Swineshead, opp Bullens Lane","Swineshead,Bullens Lane",ok,,Swineshead,Bullens Lane,0,0,,,
270000008860,"Swineshead, adj Cole's Lane","Swineshead,Cole's Lane",ok,,Swineshead,Cole's Lane,0,0,,,
270000008859,"Swineshead, opp Cole's Lane","Swineshead,Cole's Lane",ok,,Swineshead,Cole's Lane,0,0,,,
2700LSRS0690,"Swineshead, opp Golden Cross PH","Swineshead,Golden Cross",ok,,Swineshead,Golden Cross,0,0,,,
270000008866,"Swineshead, adj High Green","Swineshead,High Green",ok,,Swineshead,High Green,0,0,,,
270000008867,"Swineshead, opp High Green","Swineshead,High Green",ok,,Swineshead,High Green,0,0,,,
270000008857,"Swineshead, adj Tarry Hill","Swineshead,Tarry Hill",ok,,Swineshead,Tarry Hill,0,0,,,
270000008858,"Swineshead, opp Tarry Hill","Swineshead,Tarry Hill",ok,,Swineshead,Tarry Hill,0,0,,,
270002701093,"Weston, adj Delgate Bank","Weston,Delgate Bank",ok,,Weston,Delgate Bank,0,0,,,
270002701092,"Weston, opp Delgate Bank","Weston,Delgate Bank",ok,,Weston,Delgate Bank,0,0,,,
270002701102,"Whaplode, adj Middle Road","Whaplode,Middle Road",ok,,Whaplode,Middle Road,0,0,,,
270002701101,"Whaplode, opp Middle Road","Whaplode,Middle Road",ok,,Whaplode,Middle Road,0,0,,,
270000009300,Boston Wyberton High Bridge (SW-bound),"Wyberton,High Bridge",ok,,Wyberton,High Bridge,0,0,,,
270000008826,"Wyberton, adj Ralphs Lane","Wyberton,Ralphs Lane",ok,,Wyberton,Ralphs Lane,0,0,,,
270000008825,"Wyberton, opp Ralphs Lane","Wyberton,Ralphs Lane",ok,,Wyberton,Ralphs Lane,0,0,,,
